type,client,tx,amount
withdrawal,2,4415,10.0
deposit,1,4416,10.0
deposit,1,4418,10.0
deposit,2,4419,30.0
deposit,1,4420,10.0
deposit,1,4422,10.0
deposit,1,4424,10.0
deposit,2,4425,30.0
deposit,1,4426,10.0
deposit,1,4428,10.0
deposit,1,4430,10.0
deposit,2,4431,30.0
deposit,1,4432,10.0
deposit,1,4434,10.0
withdrawal,2,4435,10.0
deposit,1,4436,10.0
deposit,2,4437,30.0
deposit,1,4438,10.0
deposit,1,4440,10.0
deposit,1,4442,10.0
deposit,2,4443,30.0
deposit,1,4444,10.0
withdrawal,2,4445,10.0
deposit,1,4446,10.0
deposit,1,4448,10.0
deposit,2,4449,30.0
deposit,1,4450,10.0
deposit,1,4452,10.0
deposit,1,4454,10.0
deposit,2,4455,30.0
deposit,1,4456,10.0
deposit,1,4458,10.0
deposit,1,4460,10.0
deposit,2,4461,30.0
deposit,1,4462,10.0
deposit,1,4464,10.0
withdrawal,2,4465,10.0
deposit,1,4466,10.0
deposit,2,4467,30.0
deposit,1,4468,10.0
deposit,1,4470,10.0
deposit,1,4472,10.0
deposit,2,4473,30.0
deposit,1,4474,10.0
withdrawal,2,4475,10.0
deposit,1,4476,10.0
deposit,1,4478,10.0
deposit,2,4479,30.0
deposit,1,4480,10.0
deposit,1,4482,10.0
deposit,1,4484,10.0
deposit,2,4485,30.0
deposit,1,4486,10.0
deposit,1,4488,10.0
deposit,1,4490,10.0
deposit,2,4491,30.0
deposit,1,4492,10.0
deposit,1,4494,10.0
withdrawal,2,4495,10.0
deposit,1,4496,10.0
deposit,2,4497,30.0
deposit,1,4498,10.0
deposit,1,4500,10.0
deposit,1,4502,10.0
deposit,2,4503,30.0
deposit,1,4504,10.0
withdrawal,2,4505,10.0
deposit,1,4506,10.0
deposit,1,4508,10.0
deposit,2,4509,30.0
deposit,1,4510,10.0
deposit,1,4512,10.0
deposit,1,4514,10.0
deposit,2,4515,30.0
deposit,1,4516,10.0
deposit,1,4518,10.0
deposit,1,4520,10.0
deposit,2,4521,30.0
deposit,1,4522,10.0
deposit,1,4524,10.0
withdrawal,2,4525,10.0
deposit,1,4526,10.0
deposit,2,4527,30.0
deposit,1,4528,10.0
deposit,1,4530,10.0
deposit,1,4532,10.0
deposit,2,4533,30.0
deposit,1,4534,10.0
withdrawal,2,4535,10.0
deposit,1,4536,10.0
deposit,1,4538,10.0
deposit,2,4539,30.0
deposit,1,4540,10.0
deposit,1,4542,10.0
deposit,1,4544,10.0
deposit,2,4545,30.0
deposit,1,4546,10.0
deposit,1,4548,10.0
deposit,1,4550,10.0
deposit,2,4551,30.0
deposit,1,4552,10.0
deposit,1,4554,10.0
withdrawal,2,4555,10.0
deposit,1,4556,10.0
deposit,2,4557,30.0
deposit,1,4558,10.0
deposit,1,4560,10.0
deposit,1,4562,10.0
deposit,2,4563,30.0
deposit,1,4564,10.0
withdrawal,2,4565,10.0
deposit,1,4566,10.0
deposit,1,4568,10.0
deposit,2,4569,30.0
deposit,1,4570,10.0
deposit,1,4572,10.0
deposit,1,4574,10.0
deposit,2,4575,30.0
deposit,1,4576,10.0
deposit,1,4578,10.0
deposit,1,4580,10.0
deposit,2,4581,30.0
deposit,1,4582,10.0
deposit,1,4584,10.0
withdrawal,2,4585,10.0
deposit,1,4586,10.0
deposit,2,4587,30.0
deposit,1,4588,10.0
deposit,1,4590,10.0
deposit,1,4592,10.0
deposit,2,4593,30.0
deposit,1,4594,10.0
withdrawal,2,4595,10.0
deposit,1,4596,10.0
deposit,1,4598,10.0
deposit,2,4599,30.0
deposit,1,4600,10.0
deposit,1,4602,10.0
deposit,1,4604,10.0
deposit,2,4605,30.0
deposit,1,4606,10.0
deposit,1,4608,10.0
deposit,1,4610,10.0
deposit,2,4611,30.0
deposit,1,4612,10.0
deposit,1,4614,10.0
withdrawal,2,4615,10.0
deposit,1,4616,10.0
deposit,2,4617,30.0
deposit,1,4618,10.0
deposit,1,4620,10.0
deposit,1,4622,10.0
deposit,2,4623,30.0
deposit,1,4624,10.0
withdrawal,2,4625,10.0
deposit,1,4626,10.0
deposit,1,4628,10.0
deposit,2,4629,30.0
deposit,1,4630,10.0
deposit,1,4632,10.0
deposit,1,4634,10.0
deposit,2,4635,30.0
deposit,1,4636,10.0
deposit,1,4638,10.0
deposit,1,4640,10.0
deposit,2,4641,30.0
deposit,1,4642,10.0
deposit,1,4644,10.0
withdrawal,2,4645,10.0
deposit,1,4646,10.0
deposit,2,4647,30.0
deposit,1,4648,10.0
deposit,1,4650,10.0
deposit,1,4652,10.0
deposit,2,4653,30.0
deposit,1,4654,10.0
withdrawal,2,4655,10.0
deposit,1,4656,10.0
deposit,1,4658,10.0
deposit,2,4659,30.0
deposit,1,4660,10.0
deposit,1,4662,10.0
deposit,1,4664,10.0
deposit,2,4665,30.0
deposit,1,4666,10.0
deposit,1,4668,10.0
deposit,1,4670,10.0
deposit,2,4671,30.0
deposit,1,4672,10.0
deposit,1,4674,10.0
withdrawal,2,4675,10.0
deposit,1,4676,10.0
deposit,2,4677,30.0
deposit,1,4678,10.0
deposit,1,4680,10.0
deposit,1,4682,10.0
deposit,2,4683,30.0
deposit,1,4684,10.0
withdrawal,2,4685,10.0
deposit,1,4686,10.0
deposit,1,4688,10.0
deposit,2,4689,30.0
deposit,1,4690,10.0
deposit,1,4692,10.0
deposit,1,4694,10.0
deposit,2,4695,30.0
deposit,1,4696,10.0
deposit,1,4698,10.0
deposit,1,4700,10.0
deposit,2,4701,30.0
deposit,1,4702,10.0
deposit,1,4704,10.0
withdrawal,2,4705,10.0
deposit,1,4706,10.0
deposit,2,4707,30.0
deposit,1,4708,10.0
deposit,1,4710,10.0
deposit,1,4712,10.0
deposit,2,4713,30.0
deposit,1,4714,10.0
withdrawal,2,4715,10.0
deposit,1,4716,10.0
deposit,1,4718,10.0
deposit,2,4719,30.0
deposit,1,4720,10.0
deposit,1,4722,10.0
deposit,1,4724,10.0
deposit,2,4725,30.0
deposit,1,4726,10.0
deposit,1,4728,10.0
deposit,1,4730,10.0
deposit,2,4731,30.0
deposit,1,4732,10.0
deposit,1,4734,10.0
withdrawal,2,4735,10.0
deposit,1,4736,10.0
deposit,2,4737,30.0
deposit,1,4738,10.0
deposit,1,4740,10.0
deposit,1,4742,10.0
deposit,2,4743,30.0
deposit,1,4744,10.0
withdrawal,2,4745,10.0
deposit,1,4746,10.0
deposit,1,4748,10.0
deposit,2,4749,30.0
deposit,1,4750,10.0
deposit,1,4752,10.0
deposit,1,4754,10.0
deposit,2,4755,30.0
deposit,1,4756,10.0
deposit,1,4758,10.0
deposit,1,4760,10.0
deposit,2,4761,30.0
deposit,1,4762,10.0
deposit,1,4764,10.0
withdrawal,2,4765,10.0
deposit,1,4766,10.0
deposit,2,4767,30.0
deposit,1,4768,10.0
deposit,1,4770,10.0
deposit,1,4772,10.0
deposit,2,4773,30.0
deposit,1,4774,10.0
withdrawal,2,4775,10.0
deposit,1,4776,10.0
deposit,1,4778,10.0
deposit,2,4779,30.0
deposit,1,4780,10.0
deposit,1,4782,10.0
deposit,1,4784,10.0
deposit,2,4785,30.0
deposit,1,4786,10.0
deposit,1,4788,10.0
deposit,1,4790,10.0
deposit,2,4791,30.0
deposit,1,4792,10.0
deposit,1,4794,10.0
withdrawal,2,4795,10.0
deposit,1,4796,10.0
deposit,2,4797,30.0
deposit,1,4798,10.0
deposit,1,4800,10.0
deposit,1,4802,10.0
deposit,2,4803,30.0
deposit,1,4804,10.0
withdrawal,2,4805,10.0
deposit,1,4806,10.0
deposit,1,4808,10.0
deposit,2,4809,30.0
deposit,1,4810,10.0
deposit,1,4812,10.0
deposit,1,4814,10.0
deposit,2,4815,30.0
deposit,1,4816,10.0
deposit,1,4818,10.0
deposit,1,4820,10.0
deposit,2,4821,30.0
deposit,1,4822,10.0
deposit,1,4824,10.0
withdrawal,2,4825,10.0
deposit,1,4826,10.0
deposit,2,4827,30.0
deposit,1,4828,10.0
deposit,1,4830,10.0
deposit,1,4832,10.0
deposit,2,4833,30.0
deposit,1,4834,10.0
withdrawal,2,4835,10.0
deposit,1,4836,10.0
deposit,1,4838,10.0
deposit,2,4839,30.0
deposit,1,4840,10.0
deposit,1,4842,10.0
deposit,1,4844,10.0
deposit,2,4845,30.0
deposit,1,4846,10.0
deposit,1,4848,10.0
deposit,1,4850,10.0
deposit,2,4851,30.0
deposit,1,4852,10.0
deposit,1,4854,10.0
withdrawal,2,4855,10.0
deposit,1,4856,10.0
deposit,2,4857,30.0
deposit,1,4858,10.0
deposit,1,4860,10.0
deposit,1,4862,10.0
deposit,2,4863,30.0
deposit,1,4864,10.0
withdrawal,2,4865,10.0
deposit,1,4866,10.0
deposit,1,4868,10.0
deposit,2,4869,30.0
deposit,1,4870,10.0
deposit,1,4872,10.0
deposit,1,4874,10.0
deposit,2,4875,30.0
deposit,1,4876,10.0
deposit,1,4878,10.0
deposit,1,4880,10.0
deposit,2,4881,30.0
deposit,1,4882,10.0
deposit,1,4884,10.0
withdrawal,2,4885,10.0
deposit,1,4886,10.0
deposit,2,4887,30.0
deposit,1,4888,10.0
deposit,1,4890,10.0
deposit,1,4892,10.0
deposit,2,4893,30.0
deposit,1,4894,10.0
withdrawal,2,4895,10.0
deposit,1,4896,10.0
deposit,1,4898,10.0
deposit,2,4899,30.0
deposit,1,4900,10.0
deposit,1,4902,10.0
deposit,1,4904,10.0
deposit,2,4905,30.0
deposit,1,4906,10.0
deposit,1,4908,10.0
deposit,1,4910,10.0
deposit,2,4911,30.0
deposit,1,4912,10.0
deposit,1,4914,10.0
withdrawal,2,4915,10.0
deposit,1,4916,10.0
deposit,2,4917,30.0
deposit,1,4918,10.0
deposit,1,4920,10.0
deposit,1,4922,10.0
deposit,2,4923,30.0
deposit,1,4924,10.0
withdrawal,2,4925,10.0
deposit,1,4926,10.0
deposit,1,4928,10.0
deposit,2,4929,30.0
deposit,1,4930,10.0
deposit,1,4932,10.0
deposit,1,4934,10.0
deposit,2,4935,30.0
deposit,1,4936,10.0
deposit,1,4938,10.0
deposit,1,4940,10.0
deposit,2,4941,30.0
deposit,1,4942,10.0
deposit,1,4944,10.0
withdrawal,2,4945,10.0
deposit,1,4946,10.0
deposit,2,4947,30.0
deposit,1,4948,10.0
deposit,1,4950,10.0
deposit,1,4952,10.0
deposit,2,4953,30.0
deposit,1,4954,10.0
withdrawal,2,4955,10.0
deposit,1,4956,10.0
deposit,1,4958,10.0
deposit,2,4959,30.0
deposit,1,4960,10.0
deposit,1,4962,10.0
deposit,1,4964,10.0
deposit,2,4965,30.0
deposit,1,4966,10.0
deposit,1,4968,10.0
deposit,1,4970,10.0
deposit,2,4971,30.0
deposit,1,4972,10.0
deposit,1,4974,10.0
withdrawal,2,4975,10.0
deposit,1,4976,10.0
deposit,2,4977,30.0
deposit,1,4978,10.0
deposit,1,4980,10.0
deposit,1,4982,10.0
deposit,2,4983,30.0
deposit,1,4984,10.0
withdrawal,2,4985,10.0
deposit,1,4986,10.0
deposit,1,4988,10.0
deposit,2,4989,30.0
deposit,1,4990,10.0
deposit,1,4992,10.0
deposit,1,4994,10.0
deposit,2,4995,30.0
deposit,1,4996,10.0
deposit,1,4998,10.0
deposit,1,5000,10.0
deposit,2,5001,30.0
deposit,1,5002,10.0
deposit,1,5004,10.0
withdrawal,2,5005,10.0
deposit,1,5006,10.0
deposit,2,5007,30.0
deposit,1,5008,10.0
deposit,1,5010,10.0
deposit,1,5012,10.0
deposit,2,5013,30.0
deposit,1,5014,10.0
withdrawal,2,5015,10.0
deposit,1,5016,10.0
deposit,1,5018,10.0
deposit,2,5019,30.0
deposit,1,5020,10.0
deposit,1,5022,10.0
deposit,1,5024,10.0
deposit,2,5025,30.0
deposit,1,5026,10.0
deposit,1,5028,10.0
deposit,1,5030,10.0
deposit,2,5031,30.0
deposit,1,5032,10.0
deposit,1,5034,10.0
withdrawal,2,5035,10.0
deposit,1,5036,10.0
deposit,2,5037,30.0
deposit,1,5038,10.0
deposit,1,5040,10.0
deposit,1,5042,10.0
deposit,2,5043,30.0
deposit,1,5044,10.0
withdrawal,2,5045,10.0
deposit,1,5046,10.0
deposit,1,5048,10.0
deposit,2,5049,30.0
deposit,1,5050,10.0
deposit,1,5052,10.0
deposit,1,5054,10.0
deposit,2,5055,30.0
deposit,1,5056,10.0
deposit,1,5058,10.0
deposit,1,5060,10.0
deposit,2,5061,30.0
deposit,1,5062,10.0
deposit,1,5064,10.0
withdrawal,2,5065,10.0
deposit,1,5066,10.0
deposit,2,5067,30.0
deposit,1,5068,10.0
deposit,1,5070,10.0
deposit,1,5072,10.0
deposit,2,5073,30.0
deposit,1,5074,10.0
withdrawal,2,5075,10.0
deposit,1,5076,10.0
deposit,1,5078,10.0
deposit,2,5079,30.0
deposit,1,5080,10.0
deposit,1,5082,10.0
deposit,1,5084,10.0
deposit,2,5085,30.0
deposit,1,5086,10.0
deposit,1,5088,10.0
deposit,1,5090,10.0
deposit,2,5091,30.0
deposit,1,5092,10.0
deposit,1,5094,10.0
withdrawal,2,5095,10.0
deposit,1,5096,10.0
deposit,2,5097,30.0
deposit,1,5098,10.0
deposit,1,5100,10.0
deposit,1,5102,10.0
deposit,2,5103,30.0
deposit,1,5104,10.0
withdrawal,2,5105,10.0
deposit,1,5106,10.0
deposit,1,5108,10.0
deposit,2,5109,30.0
deposit,1,5110,10.0
deposit,1,5112,10.0
deposit,1,5114,10.0
deposit,2,5115,30.0
deposit,1,5116,10.0
deposit,1,5118,10.0
deposit,1,5120,10.0
deposit,2,5121,30.0
deposit,1,5122,10.0
deposit,1,5124,10.0
withdrawal,2,5125,10.0
deposit,1,5126,10.0
deposit,2,5127,30.0
deposit,1,5128,10.0
deposit,1,5130,10.0
deposit,1,5132,10.0
deposit,2,5133,30.0
deposit,1,5134,10.0
withdrawal,2,5135,10.0
deposit,1,5136,10.0
deposit,1,5138,10.0
deposit,2,5139,30.0
deposit,1,5140,10.0
deposit,1,5142,10.0
deposit,1,5144,10.0
deposit,2,5145,30.0
deposit,1,5146,10.0
deposit,1,5148,10.0
deposit,1,5150,10.0
deposit,2,5151,30.0
deposit,1,5152,10.0
deposit,1,5154,10.0
withdrawal,2,5155,10.0
deposit,1,5156,10.0
deposit,2,5157,30.0
deposit,1,5158,10.0
deposit,1,5160,10.0
deposit,1,5162,10.0
deposit,2,5163,30.0
deposit,1,5164,10.0
withdrawal,2,5165,10.0
deposit,1,5166,10.0
deposit,1,5168,10.0
deposit,2,5169,30.0
deposit,1,5170,10.0
deposit,1,5172,10.0
deposit,1,5174,10.0
deposit,2,5175,30.0
deposit,1,5176,10.0
deposit,1,5178,10.0
deposit,1,5180,10.0
deposit,2,5181,30.0
deposit,1,5182,10.0
deposit,1,5184,10.0
withdrawal,2,5185,10.0
deposit,1,5186,10.0
deposit,2,5187,30.0
deposit,1,5188,10.0
deposit,1,5190,10.0
deposit,1,5192,10.0
deposit,2,5193,30.0
deposit,1,5194,10.0
withdrawal,2,5195,10.0
deposit,1,5196,10.0
deposit,1,5198,10.0
deposit,2,5199,30.0
deposit,1,5200,10.0
deposit,1,5202,10.0
deposit,1,5204,10.0
deposit,2,5205,30.0
deposit,1,5206,10.0
deposit,1,5208,10.0
deposit,1,5210,10.0
deposit,2,5211,30.0
deposit,1,5212,10.0
deposit,1,5214,10.0
withdrawal,2,5215,10.0
deposit,1,5216,10.0
deposit,2,5217,30.0
deposit,1,5218,10.0
deposit,1,5220,10.0
deposit,1,5222,10.0
deposit,2,5223,30.0
deposit,1,5224,10.0
withdrawal,2,5225,10.0
deposit,1,5226,10.0
deposit,1,5228,10.0
deposit,2,5229,30.0
deposit,1,5230,10.0
deposit,1,5232,10.0
deposit,1,5234,10.0
deposit,2,5235,30.0
deposit,1,5236,10.0
deposit,1,5238,10.0
deposit,1,5240,10.0
deposit,2,5241,30.0
deposit,1,5242,10.0
deposit,1,5244,10.0
withdrawal,2,5245,10.0
deposit,1,5246,10.0
deposit,2,5247,30.0
deposit,1,5248,10.0
deposit,1,5250,10.0
deposit,1,5252,10.0
deposit,2,5253,30.0
deposit,1,5254,10.0
withdrawal,2,5255,10.0
deposit,1,5256,10.0
deposit,1,5258,10.0
deposit,2,5259,30.0
deposit,1,5260,10.0
deposit,1,5262,10.0
deposit,1,5264,10.0
deposit,2,5265,30.0
deposit,1,5266,10.0
deposit,1,5268,10.0
deposit,1,5270,10.0
deposit,2,5271,30.0
deposit,1,5272,10.0
deposit,1,5274,10.0
withdrawal,2,5275,10.0
deposit,1,5276,10.0
deposit,2,5277,30.0
deposit,1,5278,10.0
deposit,1,5280,10.0
deposit,1,5282,10.0
deposit,2,5283,30.0
deposit,1,5284,10.0
withdrawal,2,5285,10.0
deposit,1,5286,10.0
deposit,1,5288,10.0
deposit,2,5289,30.0
deposit,1,5290,10.0
deposit,1,5292,10.0
deposit,1,5294,10.0
deposit,2,5295,30.0
deposit,1,5296,10.0
deposit,1,5298,10.0
deposit,1,5300,10.0
deposit,2,5301,30.0
deposit,1,5302,10.0
deposit,1,5304,10.0
withdrawal,2,5305,10.0
deposit,1,5306,10.0
deposit,2,5307,30.0
deposit,1,5308,10.0
deposit,1,5310,10.0
deposit,1,5312,10.0
deposit,2,5313,30.0
deposit,1,5314,10.0
withdrawal,2,5315,10.0
deposit,1,5316,10.0
deposit,1,5318,10.0
deposit,2,5319,30.0
deposit,1,5320,10.0
deposit,1,5322,10.0
deposit,1,5324,10.0
deposit,2,5325,30.0
deposit,1,5326,10.0
deposit,1,5328,10.0
deposit,1,5330,10.0
deposit,2,5331,30.0
deposit,1,5332,10.0
deposit,1,5334,10.0
withdrawal,2,5335,10.0
deposit,1,5336,10.0
deposit,2,5337,30.0
deposit,1,5338,10.0
deposit,1,5340,10.0
deposit,1,5342,10.0
deposit,2,5343,30.0
deposit,1,5344,10.0
withdrawal,2,5345,10.0
deposit,1,5346,10.0
deposit,1,5348,10.0
deposit,2,5349,30.0
deposit,1,5350,10.0
deposit,1,5352,10.0
deposit,1,5354,10.0
deposit,2,5355,30.0
deposit,1,5356,10.0
deposit,1,5358,10.0
deposit,1,5360,10.0
deposit,2,5361,30.0
deposit,1,5362,10.0
deposit,1,5364,10.0
withdrawal,2,5365,10.0
deposit,1,5366,10.0
deposit,2,5367,30.0
deposit,1,5368,10.0
deposit,1,5370,10.0
deposit,1,5372,10.0
deposit,2,5373,30.0
deposit,1,5374,10.0
withdrawal,2,5375,10.0
deposit,1,5376,10.0
deposit,1,5378,10.0
deposit,2,5379,30.0
deposit,1,5380,10.0
deposit,1,5382,10.0
deposit,1,5384,10.0
deposit,2,5385,30.0
deposit,1,5386,10.0
deposit,1,5388,10.0
deposit,1,5390,10.0
deposit,2,5391,30.0
deposit,1,5392,10.0
deposit,1,5394,10.0
withdrawal,2,5395,10.0
deposit,1,5396,10.0
deposit,2,5397,30.0
deposit,1,5398,10.0
deposit,1,5400,10.0
deposit,1,5402,10.0
deposit,2,5403,30.0
deposit,1,5404,10.0
withdrawal,2,5405,10.0
deposit,1,5406,10.0
deposit,1,5408,10.0
deposit,2,5409,30.0
deposit,1,5410,10.0
deposit,1,5412,10.0
deposit,1,5414,10.0
deposit,2,5415,30.0
deposit,1,5416,10.0
deposit,1,5418,10.0
deposit,1,5420,10.0
deposit,2,5421,30.0
deposit,1,5422,10.0
deposit,1,5424,10.0
withdrawal,2,5425,10.0
deposit,1,5426,10.0
deposit,2,5427,30.0
deposit,1,5428,10.0
deposit,1,5430,10.0
deposit,1,5432,10.0
deposit,2,5433,30.0
deposit,1,5434,10.0
withdrawal,2,5435,10.0
deposit,1,5436,10.0
deposit,1,5438,10.0
deposit,2,5439,30.0
deposit,1,5440,10.0
deposit,1,5442,10.0
deposit,1,5444,10.0
deposit,2,5445,30.0
deposit,1,5446,10.0
deposit,1,5448,10.0
deposit,1,5450,10.0
deposit,2,5451,30.0
deposit,1,5452,10.0
deposit,1,5454,10.0
withdrawal,2,5455,10.0
deposit,1,5456,10.0
deposit,2,5457,30.0
deposit,1,5458,10.0
deposit,1,5460,10.0
deposit,1,5462,10.0
deposit,2,5463,30.0
deposit,1,5464,10.0
withdrawal,2,5465,10.0
deposit,1,5466,10.0
deposit,1,5468,10.0
deposit,2,5469,30.0
deposit,1,5470,10.0
deposit,1,5472,10.0
deposit,1,5474,10.0
deposit,2,5475,30.0
deposit,1,5476,10.0
deposit,1,5478,10.0
deposit,1,5480,10.0
deposit,2,5481,30.0
deposit,1,5482,10.0
deposit,1,5484,10.0
withdrawal,2,5485,10.0
deposit,1,5486,10.0
deposit,2,5487,30.0
deposit,1,5488,10.0
deposit,1,5490,10.0
deposit,1,5492,10.0
deposit,2,5493,30.0
deposit,1,5494,10.0
withdrawal,2,5495,10.0
deposit,1,5496,10.0
deposit,1,5498,10.0
deposit,2,5499,30.0
deposit,1,5500,10.0
deposit,1,5502,10.0
deposit,1,5504,10.0
deposit,2,5505,30.0
deposit,1,5506,10.0
deposit,1,5508,10.0
deposit,1,5510,10.0
deposit,2,5511,30.0
deposit,1,5512,10.0
deposit,1,5514,10.0
withdrawal,2,5515,10.0
deposit,1,5516,10.0
deposit,2,5517,30.0
deposit,1,5518,10.0
deposit,1,5520,10.0
deposit,1,5522,10.0
deposit,2,5523,30.0
deposit,1,5524,10.0
withdrawal,2,5525,10.0
deposit,1,5526,10.0
deposit,1,5528,10.0
deposit,2,5529,30.0
deposit,1,5530,10.0
deposit,1,5532,10.0
deposit,1,5534,10.0
deposit,2,5535,30.0
deposit,1,5536,10.0
deposit,1,5538,10.0
deposit,1,5540,10.0
deposit,2,5541,30.0
deposit,1,5542,10.0
deposit,1,5544,10.0
withdrawal,2,5545,10.0
deposit,1,5546,10.0
deposit,2,5547,30.0
deposit,1,5548,10.0
deposit,1,5550,10.0
deposit,1,5552,10.0
deposit,2,5553,30.0
deposit,1,5554,10.0
withdrawal,2,5555,10.0
deposit,1,5556,10.0
deposit,1,5558,10.0
deposit,2,5559,30.0
deposit,1,5560,10.0
deposit,1,5562,10.0
deposit,1,5564,10.0
deposit,2,5565,30.0
deposit,1,5566,10.0
deposit,1,5568,10.0
deposit,1,5570,10.0
deposit,2,5571,30.0
deposit,1,5572,10.0
deposit,1,5574,10.0
withdrawal,2,5575,10.0
deposit,1,5576,10.0
deposit,2,5577,30.0
deposit,1,5578,10.0
deposit,1,5580,10.0
deposit,1,5582,10.0
deposit,2,5583,30.0
deposit,1,5584,10.0
withdrawal,2,5585,10.0
deposit,1,5586,10.0
deposit,1,5588,10.0
deposit,2,5589,30.0
deposit,1,5590,10.0
deposit,1,5592,10.0
deposit,1,5594,10.0
deposit,2,5595,30.0
deposit,1,5596,10.0
deposit,1,5598,10.0
deposit,1,5600,10.0
deposit,2,5601,30.0
deposit,1,5602,10.0
deposit,1,5604,10.0
withdrawal,2,5605,10.0
deposit,1,5606,10.0
deposit,2,5607,30.0
deposit,1,5608,10.0
deposit,1,5610,10.0
deposit,1,5612,10.0
deposit,2,5613,30.0
deposit,1,5614,10.0
withdrawal,2,5615,10.0
deposit,1,5616,10.0
deposit,1,5618,10.0
deposit,2,5619,30.0
deposit,1,5620,10.0
deposit,1,5622,10.0
deposit,1,5624,10.0
deposit,2,5625,30.0
deposit,1,5626,10.0
deposit,1,5628,10.0
deposit,1,5630,10.0
deposit,2,5631,30.0
deposit,1,5632,10.0
deposit,1,5634,10.0
withdrawal,2,5635,10.0
deposit,1,5636,10.0
deposit,2,5637,30.0
deposit,1,5638,10.0
deposit,1,5640,10.0
deposit,1,5642,10.0
deposit,2,5643,30.0
deposit,1,5644,10.0
withdrawal,2,5645,10.0
deposit,1,5646,10.0
deposit,1,5648,10.0
deposit,2,5649,30.0
deposit,1,5650,10.0
deposit,1,5652,10.0
deposit,1,5654,10.0
deposit,2,5655,30.0
deposit,1,5656,10.0
deposit,1,5658,10.0
deposit,1,5660,10.0
deposit,2,5661,30.0
deposit,1,5662,10.0
deposit,1,5664,10.0
withdrawal,2,5665,10.0
deposit,1,5666,10.0
deposit,2,5667,30.0
deposit,1,5668,10.0
deposit,1,5670,10.0
deposit,1,5672,10.0
deposit,2,5673,30.0
deposit,1,5674,10.0
withdrawal,2,5675,10.0
deposit,1,5676,10.0
deposit,1,5678,10.0
deposit,2,5679,30.0
deposit,1,5680,10.0
deposit,1,5682,10.0
deposit,1,5684,10.0
deposit,2,5685,30.0
deposit,1,5686,10.0
deposit,1,5688,10.0
deposit,1,5690,10.0
deposit,2,5691,30.0
deposit,1,5692,10.0
deposit,1,5694,10.0
withdrawal,2,5695,10.0
deposit,1,5696,10.0
deposit,2,5697,30.0
deposit,1,5698,10.0
deposit,1,5700,10.0
deposit,1,5702,10.0
deposit,2,5703,30.0
deposit,1,5704,10.0
withdrawal,2,5705,10.0
deposit,1,5706,10.0
deposit,1,5708,10.0
deposit,2,5709,30.0
deposit,1,5710,10.0
deposit,1,5712,10.0
deposit,1,5714,10.0
deposit,2,5715,30.0
deposit,1,5716,10.0
deposit,1,5718,10.0
deposit,1,5720,10.0
deposit,2,5721,30.0
deposit,1,5722,10.0
deposit,1,5724,10.0
withdrawal,2,5725,10.0
deposit,1,5726,10.0
deposit,2,5727,30.0
deposit,1,5728,10.0
deposit,1,5730,10.0
deposit,1,5732,10.0
deposit,2,5733,30.0
deposit,1,5734,10.0
withdrawal,2,5735,10.0
deposit,1,5736,10.0
deposit,1,5738,10.0
deposit,2,5739,30.0
deposit,1,5740,10.0
deposit,1,5742,10.0
deposit,1,5744,10.0
deposit,2,5745,30.0
deposit,1,5746,10.0
deposit,1,5748,10.0
deposit,1,5750,10.0
deposit,2,5751,30.0
deposit,1,5752,10.0
deposit,1,5754,10.0
withdrawal,2,5755,10.0
deposit,1,5756,10.0
deposit,2,5757,30.0
deposit,1,5758,10.0
deposit,1,5760,10.0
deposit,1,5762,10.0
deposit,2,5763,30.0
deposit,1,5764,10.0
withdrawal,2,5765,10.0
deposit,1,5766,10.0
deposit,1,5768,10.0
deposit,2,5769,30.0
deposit,1,5770,10.0
deposit,1,5772,10.0
deposit,1,5774,10.0
deposit,2,5775,30.0
deposit,1,5776,10.0
deposit,1,5778,10.0
deposit,1,5780,10.0
deposit,2,5781,30.0
deposit,1,5782,10.0
deposit,1,5784,10.0
withdrawal,2,5785,10.0
deposit,1,5786,10.0
deposit,2,5787,30.0
deposit,1,5788,10.0
deposit,1,5790,10.0
deposit,1,5792,10.0
deposit,2,5793,30.0
deposit,1,5794,10.0
withdrawal,2,5795,10.0
deposit,1,5796,10.0
deposit,1,5798,10.0
deposit,2,5799,30.0
deposit,1,5800,10.0
deposit,1,5802,10.0
deposit,1,5804,10.0
deposit,2,5805,30.0
deposit,1,5806,10.0
deposit,1,5808,10.0
deposit,1,5810,10.0
deposit,2,5811,30.0
deposit,1,5812,10.0
deposit,1,5814,10.0
withdrawal,2,5815,10.0
deposit,1,5816,10.0
deposit,2,5817,30.0
deposit,1,5818,10.0
deposit,1,5820,10.0
deposit,1,5822,10.0
deposit,2,5823,30.0
deposit,1,5824,10.0
withdrawal,2,5825,10.0
deposit,1,5826,10.0
deposit,1,5828,10.0
deposit,2,5829,30.0
deposit,1,5830,10.0
deposit,1,5832,10.0
deposit,1,5834,10.0
deposit,2,5835,30.0
deposit,1,5836,10.0
deposit,1,5838,10.0
deposit,1,5840,10.0
deposit,2,5841,30.0
deposit,1,5842,10.0
deposit,1,5844,10.0
withdrawal,2,5845,10.0
deposit,1,5846,10.0
deposit,2,5847,30.0
deposit,1,5848,10.0
deposit,1,5850,10.0
deposit,1,5852,10.0
deposit,2,5853,30.0
deposit,1,5854,10.0
withdrawal,2,5855,10.0
deposit,1,5856,10.0
deposit,1,5858,10.0
deposit,2,5859,30.0
deposit,1,5860,10.0
